post_title,post_url,likes,post_year,post_month,comment_body,comment_likes,comment_year,comment_month,source,place,review_count,helpful_votes,date_exp,month_exp,year_exp
Customer service sucks,https://www.sitejabber.com/reviews/costco.com#1804,0,2022,October,When asked for an item it's down here walk to end.Of course no item in that area of what I asked. Checking out one register open rest self checkout. For the membership price they should hve A+ service. Being a disable veterans wife is very frustrating.Sam is 100 better customer service as we hve both memberships,,,,sitejabber,Louisiana,1,0,,,
Horrible,https://www.sitejabber.com/reviews/costco.com#1230,0,2019,November,,"Date of experience: November 11, 2019",2019.0,November,sitejabber,Alaska,1,2,2019-11-11,November,2019.0
"Great Prices, Delivery, and Service",https://www.sitejabber.com/reviews/costco.com#492,0,2016,March,,"Date of experience: March 15, 2016",2016.0,March,sitejabber,Maryland,6,30,2016-03-15,March,2016.0
Love This Place,https://www.sitejabber.com/reviews/costco.com#280,0,2015,September,,"Date of experience: September 10, 2015",2015.0,September,sitejabber,California,22,39,2015-09-10,September,2015.0
Outstanding,https://www.sitejabber.com/reviews/costco.com#1193,0,2019,June,,"Date of experience: June 12, 2019",2019.0,June,sitejabber,Illinois,1,1,2019-06-12,June,2019.0
Never ever order appliances from costco.com,https://www.sitejabber.com/reviews/costco.com#2044,0,2023,April,"I am experiencing a nightmare trying to get what I think is a reasonable request.3 items purchased online from costco.com delivered and installed at the same time...""no sorry we can't do that"" Ridiculous!","Date of experience: April 13, 2023",2023.0,April,sitejabber,California,1,0,2023-04-13,April,2023.0
Just remember to have your munchies over before you shop.,https://www.sitejabber.com/reviews/costco.com#200,0,2015,June,,"Date of experience: June 8, 2015",2015.0,June,sitejabber,Illinois,6,2,2015-06-08,June,2015.0
Horrible customer service,https://www.sitejabber.com/reviews/costco.com#964,0,2017,September,"If you decide to buy online hope you don't have any issues. Ordered a $2000 gazebo, it was lost, took almost 2 months to finally get, no one would call back, finally got one phone call and they left the 1800 number to sit on hold for an hour to call back and then they offer $75 for inconvenience when you get $60 just for buying. Have gone up the chain through costco wholesale and everyone says' their margins are less the 3%. Maybe if the count write downs etc. Guess what, i work in the insurance industry and we lost money last year... dont believe it, because the accountants can make the numbers say what they want it too. Maybe its because they cant pay for customer service. Just brutal","Date of experience: September 5, 2017",2017.0,September,sitejabber,Canada,1,2,2017-09-05,September,2017.0
Bulk and pricey,https://www.sitejabber.com/reviews/costco.com#871,0,2017,January,,"Date of experience: January 23, 2017",2017.0,January,sitejabber,Canada,5,5,2017-01-23,January,2017.0
Costco online is awful,https://www.sitejabber.com/reviews/costco.com#1561,0,2022,February,"I love Costco stores but their online service is a nightmare. Don't waste your time. 2 big orders one never made it and they still can't get my $425 refund to post after a month, I actually had to contact my credit card company for a dispute. I also ordered a massage chair that was several thousand that said I would receive in a week and took almost a month. This group is not the same as a store, save your money. Avoid ordering ANYTHING online. You have been warned","Date of experience: February 27, 2022",2022.0,February,sitejabber,Pennsylvania,1,1,2022-02-27,February,2022.0
The best for less!,https://www.sitejabber.com/reviews/costco.com#181,0,2015,May,,"Date of experience: May 9, 2015",2015.0,May,sitejabber,New York,5,4,2015-05-09,May,2015.0
Love the site and the stores,https://www.sitejabber.com/reviews/costco.com#1178,0,2019,April,"Ever since i got my costco card, I've save a few hundred £'s every year. It's been a great experience and really pleased with the quality of the Kirkland brand - it's the same stuff, just cheaper and better.
Shopping in store is a treat too with samples dotted around the site and an amazing returns policy, if I dont like any items.
Overall, really happy with the website where I have purchased a large tv, cctv, and garden furniture, all at a special rate, saving me loads of money.
Great Costco - please keep it up!
Also, please include more US items in the UK... we like chocolate/peanut butter snacks too","Date of experience: April 8, 2019",2019.0,April,sitejabber,GB,22,117,2019-04-08,April,2019.0
Horrible service at Costco.com,https://www.sitejabber.com/reviews/costco.com#1344,0,2020,December,,"Date of experience: December 9, 2020",2020.0,December,sitejabber,California,1,2,2020-12-09,December,2020.0
First rate,https://www.sitejabber.com/reviews/costco.com#279,0,2015,September,,"Date of experience: September 10, 2015",2015.0,September,sitejabber,Canada,9,8,2015-09-10,September,2015.0
Frequent Aisler,https://www.sitejabber.com/reviews/costco.com#881,0,2017,February,"I shop at Costco regularly enough for the ""executive"" program to be worthwhile. Gas prices are close to unbeatable - and I use them around the country. Meat and fish are top bargain if you can use (or freeze) the quantity. Other products are typically best price, but it is important to do at least some price checking. Ultimately, even when quality control issues raise their head the liberal return policy provides solid foundation for customer confidence.","Date of experience: February 7, 2017",2017.0,February,sitejabber,New Hampshire,5,3,2017-02-07,February,2017.0
Worst customer service I've seen,https://www.sitejabber.com/reviews/costco.com#1090,0,2018,July,"Two incidents. One Costco.com shipped to an old address from ten years ago on a long closed account. Operator said I'd be credited and could re order. No credit ever happened. I drove to the old address and found the residents had received and just held onto it! Next problem with a price, I know now that phone help is useless, so I tried chat. No response. Tried again. No response. Bottom line. Costco is just too much trouble to do business with. My last membership, I went to the store one time in the whole year, as I rarely have an extra hour to stand in line. Store takes too long. Online can't ship and has no usable CSR.","Date of experience: July 18, 2018",2018.0,July,sitejabber,Texas,2,0,2018-07-18,July,2018.0
4 stars service,https://www.sitejabber.com/reviews/costco.com#384,0,2015,December,,"Date of experience: December 23, 2015",2015.0,December,sitejabber,Ukraine,114,1650,2015-12-23,December,2015.0
Love the Store & Use the On-Line,https://www.sitejabber.com/reviews/costco.com#542,0,2016,April,,"Date of experience: April 1, 2016",2016.0,April,sitejabber,Maryland,9,5,2016-04-01,April,2016.0
